casecritical_nboundary_nscore_definitionclean_core_conditionshadow_familiesshadow_boundary_deltaconclusion
R(5,5)4243score_5_5(G)=red_K5_count(G)+blue_K5_count(complement(G))score_5_5(G42)=0R_4(G)=red K4 shadows; B_4(G^c)=blue K4 shadows2R(5,5)=43
