case_name,a,b,source_n,critical_n,boundary_n,shadow_boundary_delta,total_phi0_to_next_layer,total_phi1_to_next_layer,total_phi2_to_next_layer,status
"R(3,4)",3,4,7,8,9,1,0,30240,383040,PASS_EXPECTED_PHI0_COUNT
