idx	status	source_file	line_no	variant	core_sha256_bits	red_K5	blue_K5	red_K4_count	blue_K4_count	phi0_exists	phi0_timeout	phi0_nodes	phi0_elapsed_s	phi1_exists	phi1_timeout	phi1_nodes	phi1_elapsed_s	phi2_exists	phi2_timeout	phi2_nodes	phi2_elapsed_s	phi2_red_phi	phi2_blue_phi	phi2_degree	status_detail
1	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\positive_control_candidate.g6	1	source	405f4b0430f5cec8ebbc6d36bf2c39ad9a9acfaa0e435c86db4f5f576462c7d5	0	0	1141	1172	False	False	95	0.457	False	False	515	2.271	False	False	1461	6.296				phi 0,1,2 excluded
2	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\positive_control_candidate.g6	1	complement	d883eebeb1e0b1acbab88f12b3273d8b980899dcaa947aeec7803c543b9ca1f2	0	0	1172	1141	False	False	95	0.483	False	False	515	2.306	False	False	1461	6.322				phi 0,1,2 excluded
3	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	2	source	5a27b1410ddc68fe14f52f827444e587e08ababe2bbe4967cae3b2bbfd38938e	0	0	1149	1156	False	False	103	0.5	False	False	567	2.501	False	False	1657	7.086				phi 0,1,2 excluded
4	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	2	complement	396769bc0ef42a0cbe99015599cfba26afc8a86728826e4b632e5efb5eb6d04b	0	0	1156	1149	False	False	103	0.502	False	False	567	2.528	False	False	1657	7.174				phi 0,1,2 excluded
5	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	3	source	4e4f919fd1ac59bf3c059f2f2ede5bc1013c6431ee54bf12b62c3c6459854f83	0	0	1162	1145	False	False	103	0.523	False	False	607	2.732	False	False	1721	7.288				phi 0,1,2 excluded
6	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	3	complement	e1c4b9eba291f54bf59985ed963b18a30c8d7f2ce83de451a00fa38a779a1c8b	0	0	1145	1162	False	False	103	0.51	False	False	607	2.704	False	False	1721	7.304				phi 0,1,2 excluded
7	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	4	source	a367a87ab377aff8231f7979899f079234ae864a79fbf3a1d4f3b6f38ec20ae7	0	0	1122	1186	False	False	75	0.37	False	False	475	2.099	False	False	1279	5.593				phi 0,1,2 excluded
8	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	4	complement	6c7d85a933014fc5b49d897591c66948d6b3b79acdc13ff01ade2d01b28b59c9	0	0	1186	1122	False	False	75	0.366	False	False	475	2.093	False	False	1279	5.285				phi 0,1,2 excluded
9	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	5	source	2af15b5565168aa201443ccda43848d41bb8b35f68a446f713c7419092233104	0	0	1135	1171	False	False	69	0.323	False	False	381	1.683	False	False	1229	5.071				phi 0,1,2 excluded
10	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	5	complement	0da103ef0e3815ae94ceb06768e11f563e8997ef52b334b2f5627771e9557eb3	0	0	1171	1135	False	False	69	0.328	False	False	381	1.638	False	False	1229	5.251				phi 0,1,2 excluded
11	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	6	source	182dea431349386fd362e1c280b4b1f970bfed64a375f2dc65555369b93860ba	0	0	1148	1159	False	False	87	0.425	False	False	431	2.023	False	False	1237	5.551				phi 0,1,2 excluded
12	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	6	complement	be133cebac79e40db7463050615411f9acb6b3a3a314af2ab3b2025162165476	0	0	1159	1148	False	False	87	0.43	False	False	431	1.985	False	False	1237	5.453				phi 0,1,2 excluded
13	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	7	source	0e13925dc6fc14cbead945250a5aa5885c50934c23784f259133e0d7df3434d3	0	0	1161	1151	False	False	77	0.381	False	False	375	1.713	False	False	1121	4.921				phi 0,1,2 excluded
14	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	7	complement	6a32ce0c7d733560b925ee23b7c54e0b1753ce26f8cd96ba6f25be12ed19d714	0	0	1151	1161	False	False	77	0.392	False	False	375	1.754	False	False	1121	4.987				phi 0,1,2 excluded
15	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	8	source	71ca30b597e29359aa3f2cdadb14fd78f42ce9aa855bfb5ad738abc9370bc108	0	0	1136	1170	False	False	75	0.371	False	False	465	2.029	False	False	1255	5.375				phi 0,1,2 excluded
16	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	8	complement	dc415311780520d72d4d856309ef1c572c7f4cdd9524a9c1987eac691daed2fe	0	0	1170	1136	False	False	75	0.374	False	False	465	2.008	False	False	1255	5.542				phi 0,1,2 excluded
17	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	9	source	8acfe5d41789da58df27f7a0ce014aecced9394614ca9b67c983518df9dd6f7b	0	0	1149	1155	False	False	73	0.372	False	False	371	1.716	False	False	1081	4.867				phi 0,1,2 excluded
18	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	9	complement	fefb34f6dcc3393e539374ea68079add92cfbf9ec0fe611f4811c6f4aa28b66c	0	0	1155	1149	False	False	73	0.373	False	False	371	1.735	False	False	1081	4.897				phi 0,1,2 excluded
19	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	10	source	b49e5c62f4e61ca36eda30a7e0b24a309eb0c997382c9931ca8152aba4d8b789	0	0	1162	1143	False	False	133	0.637	False	False	733	3.167	False	False	1781	7.528				phi 0,1,2 excluded
20	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	10	complement	c2116897459d3abc635298f1b1f90b2428714c23c4423fc335aebc3884d54cc5	0	0	1143	1162	False	False	133	0.643	False	False	733	3.211	False	False	1781	7.476				phi 0,1,2 excluded
21	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	11	source	7df589c720baf45165c26988a73e5bf169e44e0b74a6b03e21fb97ed86db4ece	0	0	1175	1135	False	False	143	0.702	False	False	733	3.222	False	False	1911	8.132				phi 0,1,2 excluded
22	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	11	complement	90004bdf4e67db5b90b1edc1ef2868402f18c433021fb1555d813429616c5461	0	0	1135	1175	False	False	143	0.696	False	False	733	3.196	False	False	1911	8.137				phi 0,1,2 excluded
23	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	12	source	617cc79282952bb6314be8e2f67ae779d37c9e18d9eeb2799cf37212b8eb9b35	0	0	1155	1156	False	False	103	0.502	False	False	619	2.708	False	False	1723	7.254				phi 0,1,2 excluded
24	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	12	complement	009ce263cd8b4842cf85d25ece957874906a4ee386053959219f3783269ea79d	0	0	1156	1155	False	False	103	0.508	False	False	619	2.71	False	False	1723	7.253				phi 0,1,2 excluded
25	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	13	source	df646c9d10aa25f166a895173e0e4b72ceae24cbb530eafc4b8869b6bead22ff	0	0	1128	1184	False	False	91	0.453	False	False	501	2.266	False	False	1361	5.952				phi 0,1,2 excluded
26	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	13	complement	9fb605152fef0383da47a38cee7342fb370a5eff55ce95da1d133dbf2d6593ab	0	0	1184	1128	False	False	91	0.45	False	False	501	2.209	False	False	1361	5.976				phi 0,1,2 excluded
27	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	14	source	68a2accefcbe5fcad78b31ec38e114cc39eb9d003e20f2f37b78bbd63527ee74	0	0	1115	1198	False	False	71	0.349	False	False	455	1.964	False	False	1213	5.147				phi 0,1,2 excluded
28	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	14	complement	7b06aea373b54dae598c10f2faac985a91b3e47ea315b5b9c2d007c8964bc415	0	0	1198	1115	False	False	71	0.353	False	False	455	2.002	False	False	1213	5.303				phi 0,1,2 excluded
29	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	15	source	a567e5c3beb19467bb3b93e30cf663f6c9544974c0a4a957de3fa3405b57c7ba	0	0	1128	1182	False	False	67	0.328	False	False	377	1.696	False	False	1181	5.144				phi 0,1,2 excluded
30	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	15	complement	353e91d21450e28689726626b9e631bf696da2e346f6bc29449613b90ae2bc8f	0	0	1182	1128	False	False	67	0.331	False	False	377	1.678	False	False	1181	5.129				phi 0,1,2 excluded
31	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	16	source	75c6e28b05d47e3602053ee6a593468d6816a06971e89e7a334a0098ad96a0ae	0	0	1141	1171	False	False	77	0.372	False	False	385	1.714	False	False	1215	5.183				phi 0,1,2 excluded
32	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	16	complement	32a16291e64a29a6444f793cca8f5bfa66d60c1e1ef35c469512573cc2a2f03e	0	0	1171	1141	False	False	77	0.389	False	False	385	1.775	False	False	1215	5.466				phi 0,1,2 excluded
33	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	17	source	e5d14155f245a312dcfa78d697d676ddbac09e876d109a772438106d34d458e3	0	0	1154	1162	False	False	77	0.385	False	False	373	1.705	False	False	1123	4.971				phi 0,1,2 excluded
34	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	17	complement	5fadc1d870f0646513efaaf83ee5e7dd6a1f5f86104f16f2827fd54a27e67944	0	0	1162	1154	False	False	77	0.392	False	False	373	1.707	False	False	1123	4.931				phi 0,1,2 excluded
35	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	18	source	1a187dea058b35f5526fad7d70fec6078f63131a1d6895a7d8e121d8ec1fec4c	0	0	1129	1182	False	False	73	0.357	False	False	433	1.876	False	False	1223	5.137				phi 0,1,2 excluded
36	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	18	complement	90d32f73c5cbd2a992b55a2deef30cdd7df11ca76a6c227d93e5f8c0f7c6d024	0	0	1182	1129	False	False	73	0.353	False	False	433	1.905	False	False	1223	5.207				phi 0,1,2 excluded
37	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	19	source	7495dc9b0a2e848338a4cfa049985c2ee51e260bdfa3a84708530015edf3b2d7	0	0	1142	1166	False	False	79	0.403	False	False	421	1.907	False	False	1229	5.338				phi 0,1,2 excluded
38	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	19	complement	b9d0acb1ba1d8289ecfd8645f5c8f554af3e4bbc4b3ca532671e9964b6b34681	0	0	1166	1142	False	False	79	0.391	False	False	421	1.911	False	False	1229	5.318				phi 0,1,2 excluded
39	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	20	source	c6f7a9a8ff6a162e707a9b40ff09d859f56be85b52a3cff627bf77797180a5f4	0	0	1155	1155	False	False	71	0.345	False	False	377	1.666	False	False	1169	4.988				phi 0,1,2 excluded
40	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	20	complement	164ceae5145e662147f1e040bf91323048ffa7f403ea62ea2ddc17218b8a6477	0	0	1155	1155	False	False	71	0.346	False	False	377	1.681	False	False	1169	5.045				phi 0,1,2 excluded
41	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	21	source	0e9fac6cd4e01a61277461f3d5a78448a381817ccd2d2f2551208b22123e74ae	0	0	1168	1146	False	False	133	0.655	False	False	679	3.006	False	False	1803	7.688				phi 0,1,2 excluded
42	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	21	complement	57bbf1f936127c598614044a09981396c8b3fd2e8c0872b19018f2af5918a20c	0	0	1146	1168	False	False	133	0.653	False	False	679	3.006	False	False	1803	7.617				phi 0,1,2 excluded
43	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	22	source	69a937dd264e6d878af945f92a0f1b9c99e26f2a5961262f74a17e6334b5d758	0	0	1135	1172	False	False	83	0.4	False	False	461	2.023	False	False	1413	6.027				phi 0,1,2 excluded
44	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	22	complement	5ff94700ec713286431bc81b8c249751b0c4248aa1d7a8f2e361869914ec25a8	0	0	1172	1135	False	False	83	0.412	False	False	461	2.048	False	False	1413	6.052				phi 0,1,2 excluded
45	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	23	source	23906f313eb5fc686225258910b39880feb7da616cd641e74cbdbee52f07cc4b	0	0	1148	1161	False	False	103	0.498	False	False	535	2.353	False	False	1595	6.727				phi 0,1,2 excluded
46	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	23	complement	0306468543b1d6123b95c42ba44b012f21a3a565edbbd3cc829b8ac6358f5992	0	0	1161	1148	False	False	103	0.513	False	False	535	2.405	False	False	1595	6.864				phi 0,1,2 excluded
47	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	24	source	5286e94d4b9f7fa580bfb49bf03955eb2b28638709aa78ed50ab7cc6c541a656	0	0	1104	1211	False	False	73	0.356	False	False	383	1.709	False	False	997	4.413				phi 0,1,2 excluded
48	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	24	complement	d340dc3f74634cce99f1ffdc3811713d3aef0fb956e7e5f9950f21d09e99d1d8	0	0	1211	1104	False	False	73	0.351	False	False	383	1.715	False	False	997	4.383				phi 0,1,2 excluded
49	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	25	source	9b0894e69eb4e718dc406dbf1451afa319ea32b555837050b38c1d9501112d8e	0	0	1142	1168	False	False	83	0.396	False	False	493	2.121	False	False	1373	5.786				phi 0,1,2 excluded
50	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	25	complement	af5fc7f6e575f90ef9e71add98647b3b204d93cad20aa0216271845aed8ad5c8	0	0	1168	1142	False	False	83	0.404	False	False	493	2.13	False	False	1373	5.835				phi 0,1,2 excluded
51	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	26	source	105dccdbe963478ffcddd994eefca4d615d59a928526883c7d156eaf80b843f2	0	0	1181	1132	False	False	113	0.542	False	False	631	2.733	False	False	1765	7.321				phi 0,1,2 excluded
52	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	26	complement	a82e16da6fd1e1c2a4016b48a53574bfb9b3c071e148d9bd16db7e36b92162a2	0	0	1132	1181	False	False	113	0.55	False	False	631	2.752	False	False	1765	7.421				phi 0,1,2 excluded
53	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	27	source	c1740e39487a912319da55e9530106c99a82b5ef120fe84f8365fa01627c5984	0	0	1168	1142	False	False	119	0.584	False	False	617	2.723	False	False	1719	7.338				phi 0,1,2 excluded
54	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	27	complement	efe5bbd3f24d6b844f109e136695e0f14885e7ce8b09370daa6ee287d07472ec	0	0	1142	1168	False	False	119	0.592	False	False	617	2.798	False	False	1719	7.47				phi 0,1,2 excluded
55	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	28	source	d51173ca2ee00317bd1594fa578e51ef919f865bdd1f5daaedc52b50ac562d7c	0	0	1164	1143	False	False	101	0.491	False	False	569	2.467	False	False	1533	6.533				phi 0,1,2 excluded
56	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	28	complement	750af91eab6024c1805a449f0b309f99ba21004e8c5b62ea833afd6d0fbbd63a	0	0	1143	1164	False	False	101	0.508	False	False	569	2.516	False	False	1533	6.581				phi 0,1,2 excluded
57	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	29	source	4e87533ea5085dee902b81ff39d5e3f3cb6c7a2c2bca142be5fd072166d09c3a	0	0	1151	1153	False	False	121	0.588	False	False	657	2.856	False	False	1851	7.784				phi 0,1,2 excluded
58	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	29	complement	31d1ae8e2a7a056651dbe4ff8515135a11af5fe9bd78ca83936214b92cb2e49d	0	0	1153	1151	False	False	121	0.585	False	False	657	2.875	False	False	1851	7.89				phi 0,1,2 excluded
59	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	30	source	569f1c01bd2f17774e8c7f3634bf49d8d3cf36c00d7d9e23c0f2e9e143b9c4a7	0	0	1177	1130	False	False	95	0.472	False	False	503	2.269	False	False	1503	6.427				phi 0,1,2 excluded
60	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	30	complement	466299047d37483ab983d9cb4423cfbb518fa54d4ac9b365847809b6a2ee0373	0	0	1130	1177	False	False	95	0.473	False	False	503	2.26	False	False	1503	6.397				phi 0,1,2 excluded
61	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	31	source	62b30c85b08cde193ed15322c32c8cd998f30004f85428a4f0bf53916a1b93e3	0	0	1164	1140	False	False	91	0.448	False	False	545	2.383	False	False	1469	6.254				phi 0,1,2 excluded
62	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	31	complement	a498498fc0a0937817222bd51e0a7ad7e623640a079c01472536049c93f43ce3	0	0	1140	1164	False	False	91	0.458	False	False	545	2.435	False	False	1469	6.357				phi 0,1,2 excluded
