idx	status	source_file	line_no	variant	core_sha256_bits	red_K5	blue_K5	red_K4_count	blue_K4_count	phi0_exists	phi0_timeout	phi0_nodes	phi0_elapsed_s	phi1_exists	phi1_timeout	phi1_nodes	phi1_elapsed_s	phi2_exists	phi2_timeout	phi2_nodes	phi2_elapsed_s	phi2_red_phi	phi2_blue_phi	phi2_degree	status_detail
348	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	174	complement	deff7ae85b491114cdc7ca4dba9ee10725778dcfdb39b59fb7300d640d6021e1	0	0	1119	1209	False	False	109	0.5	False	False	563	2.354	False	False	1793	7.056				phi 0,1,2 excluded
349	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	175	source	b4159fb3ca01ace5600a570d4b612359275cb57373b447e3a2442c98001f31ed	0	0	1170	1148	False	False	97	0.441	False	False	519	2.162	False	False	1555	6.16				phi 0,1,2 excluded
350	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	175	complement	4149c57952d34d34db412a820f644a4d3ed342b8a18a8a54f4e6490d4bfd607d	0	0	1148	1170	False	False	97	0.455	False	False	519	2.183	False	False	1555	6.19				phi 0,1,2 excluded
351	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	176	source	3ef0176a2faf128b2da3d7baa16b267aeb41999a1e817aa42fec82eee32dd935	0	0	1196	1129	False	False	129	0.59	False	False	651	2.681	False	False	1845	7.272				phi 0,1,2 excluded
352	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	176	complement	8a3313984a799e7a4475995e9b9bcf6152d58f5914987d94bf45f76222a53d17	0	0	1129	1196	False	False	129	0.596	False	False	651	2.745	False	False	1845	7.404				phi 0,1,2 excluded
353	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	177	source	bac4398a1475cecc5d5e173e0905175abd063b8ea21291302a1cebc71a25753c	0	0	1183	1138	False	False	97	0.457	False	False	531	2.266	False	False	1497	6.12				phi 0,1,2 excluded
354	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	177	complement	c42581c744181d55f686ba48dbb5b4e4c1f00b94873ce8b3e6ef778cf0f3b38f	0	0	1138	1183	False	False	97	0.449	False	False	531	2.223	False	False	1497	5.977				phi 0,1,2 excluded
355	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	178	source	0364531b104dc77da50d5c656bfd6d91fe12b72c65d2d9640e3310d61e336c43	0	0	1162	1145	False	False	103	0.472	False	False	509	2.131	False	False	1529	6.101				phi 0,1,2 excluded
356	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	178	complement	67b47381943c1278bf995257104ab75a8dfbef0d335eb51705b5bea9a8f2a169	0	0	1145	1162	False	False	103	0.485	False	False	509	2.151	False	False	1529	6.087				phi 0,1,2 excluded
357	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	179	source	3afe3283713c132cf184915440fa2e6221008bad840dd9368eb47d8bb4904c2e	0	0	1196	1126	False	False	129	0.589	False	False	649	2.671	False	False	1877	7.322				phi 0,1,2 excluded
358	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	179	complement	d6fd00548ace07d0da563b5a5b598ff9d5d64ac708e36b6a31128381dc2a0b7b	0	0	1126	1196	False	False	129	0.585	False	False	649	2.679	False	False	1877	7.315				phi 0,1,2 excluded
359	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	180	source	c13260d4458bc9e41b9b8d22ded0b49b70a622919fe09f5877f61b95891ac373	0	0	1193	1125	False	False	73	0.339	False	False	403	1.713	False	False	1129	4.657				phi 0,1,2 excluded
360	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	180	complement	a50a8f74df259f4c19c8a83ef6fe51112ff4f40c9ce4751ccdb779cc784089d9	0	0	1125	1193	False	False	73	0.347	False	False	403	1.721	False	False	1129	4.643				phi 0,1,2 excluded
361	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	181	source	15731ea7401f80b8cf11a251fc3796d678cdb75027facc22de1d4b07834a67e8	0	0	1180	1135	False	False	97	0.447	False	False	485	2.053	False	False	1351	5.435				phi 0,1,2 excluded
362	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	181	complement	b567cde9ed59b7f67ad295b08bfec5e299b53b654a099386ba263dc6c717f2c4	0	0	1135	1180	False	False	97	0.445	False	False	485	2.029	False	False	1351	5.45				phi 0,1,2 excluded
363	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	182	source	c066cace38bafb9584a75f1007286f6f353f94d8f54fb583f10d0a56af8d7c76	0	0	1163	1142	False	False	105	0.481	False	False	547	2.26	False	False	1531	6.115				phi 0,1,2 excluded
364	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	182	complement	a8f690f2d41910581646f2cf860c670550f778217f04aababa8be3576dbb6aba	0	0	1142	1163	False	False	105	0.478	False	False	547	2.256	False	False	1531	6.118				phi 0,1,2 excluded
365	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	183	source	ce9fa51e2a5e3d97620bbf3ba4f11ff8d46f0bd7d56d8b86d274fb9195209145	0	0	1154	1153	False	False	147	0.661	False	False	763	3.287	False	False	1977	7.764				phi 0,1,2 excluded
366	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	183	complement	9fbb568ae7d54d12e74906a681460ea1878011c93127bbbc36fe9bf835ba95cf	0	0	1153	1154	False	False	147	0.685	False	False	763	3.189	False	False	1977	7.971				phi 0,1,2 excluded
367	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	184	source	5a8a5e11c73947b23bc1d57aee941ddb9c8f4aec47884e7ea37172792a70ccd1	0	0	1167	1143	False	False	121	0.553	False	False	635	2.618	False	False	1593	6.39				phi 0,1,2 excluded
368	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	184	complement	253f1a1606909f6b7d797e3b2a2943bfcc1316db1f9270671f5837b5d38ef734	0	0	1143	1167	False	False	121	0.56	False	False	635	2.627	False	False	1593	6.404				phi 0,1,2 excluded
369	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	185	source	926b0fcf6922c355a1d0dfd5ccd8894f93b409cf892c04cf6349cc9482a002c7	0	0	1163	1144	False	False	85	0.395	False	False	459	1.928	False	False	1365	5.478				phi 0,1,2 excluded
370	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	185	complement	b88ed01d1e317000dd1edced0534e0f3028bcb65d69a595ac5375180c3a5a132	0	0	1144	1163	False	False	85	0.4	False	False	459	1.968	False	False	1365	5.473				phi 0,1,2 excluded
371	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	186	source	6409db7b051298aa96ebf64731a55878e9735f32e2b6cefd2614ebb47045d14c	0	0	1167	1142	False	False	137	0.625	False	False	721	2.961	False	False	1835	7.32				phi 0,1,2 excluded
372	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	186	complement	3120de767d68f8ae12ec5480155859c2a3b7752b34f64cbf36ac72af0591d083	0	0	1142	1167	False	False	137	0.637	False	False	721	2.979	False	False	1835	7.382				phi 0,1,2 excluded
373	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	187	source	43afbd554ae7648a0e0e27d19f6711c6146f3ed7a10352e78848d025972fbfac	0	0	1174	1138	False	False	73	0.344	False	False	383	1.62	False	False	1159	4.713				phi 0,1,2 excluded
374	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	187	complement	e2ce259640a73430472aaedc9c46ed0bdd0321ac6cdac03456eea8363ae18230	0	0	1138	1174	False	False	73	0.352	False	False	383	1.647	False	False	1159	4.758				phi 0,1,2 excluded
375	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	188	source	919aac27608bad51a7646f2a3612e54e98fcf27ae459297dc8267faacdf5ca65	0	0	1164	1141	False	False	85	0.392	False	False	449	1.856	False	False	1391	5.487				phi 0,1,2 excluded
376	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	188	complement	a17609a33f5be861875cdce7b2b1768fc8af07d5dc0b87be65bbfd1bbdd2e94a	0	0	1141	1164	False	False	85	0.396	False	False	449	1.873	False	False	1391	5.526				phi 0,1,2 excluded
377	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	189	source	54239bba1b05ad7c9da1e0d35afb63a23f1b56ee5cac30c26d58fe05f77dfa59	0	0	1164	1145	False	False	91	0.417	False	False	507	2.112	False	False	1507	6.022				phi 0,1,2 excluded
378	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	189	complement	725d42faa0025cc2438eba20137385c364a2f5ebd6a8f73784d698866d9cbfc4	0	0	1145	1164	False	False	91	0.427	False	False	507	2.116	False	False	1507	6.059				phi 0,1,2 excluded
379	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	190	source	71c39eb1dfe0d5eb2a9162d34eb0ff23dd0c2644016bb13253d06cf3f539565a	0	0	1189	1129	False	False	75	0.348	False	False	421	1.772	False	False	1131	4.627				phi 0,1,2 excluded
380	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	190	complement	c08c9520439bf7c1f19f337b985da7089ec83e2686f59b4be2a479de19589a11	0	0	1129	1189	False	False	75	0.349	False	False	421	1.77	False	False	1131	4.613				phi 0,1,2 excluded
381	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	191	source	cc8e9109b234362d5c4d1430876c00bdf6ca79d3702e4f904d25a2e0036d8ae2	0	0	1184	1130	False	False	87	0.401	False	False	539	2.233	False	False	1515	6.001				phi 0,1,2 excluded
382	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	191	complement	793f86ed696a0e47a87f973ff10c555398fcc15d1498ee8c501bd85a27d2e376	0	0	1130	1184	False	False	87	0.4	False	False	539	2.213	False	False	1515	6.01				phi 0,1,2 excluded
383	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	192	source	b09a54ad815629cc3cce80a129befca71f5292fbfd5fabe3460225d3170e1810	0	0	1166	1145	False	False	87	0.401	False	False	453	1.89	False	False	1291	5.192				phi 0,1,2 excluded
384	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	192	complement	56f6a6650222584d22fec495f9b26b46aacfdbab8b03bbfab42a8fc1881506de	0	0	1145	1166	False	False	87	0.415	False	False	453	1.925	False	False	1291	5.23				phi 0,1,2 excluded
385	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	193	source	f127ed0289f66b56f59e3b1369a74e10f8fd1a751d21429f9f9a3df8e3da4390	0	0	1153	1161	False	False	85	0.394	False	False	467	1.932	False	False	1307	5.23				phi 0,1,2 excluded
386	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	193	complement	0eba8fbc46d040016dcff455b1486fe9624f8aff0c295b6d7e3c64f38483b3b8	0	0	1161	1153	False	False	85	0.404	False	False	467	1.955	False	False	1307	5.273				phi 0,1,2 excluded
387	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	194	source	a13c15f7a22e7778ca76d83c989aaeaedf5f5a263a4d7e5434ac042b7faeaaa7	0	0	1171	1145	False	False	69	0.316	False	False	355	1.514	False	False	1137	4.577				phi 0,1,2 excluded
388	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	194	complement	2f917cd51d91c23c4b45794e1ad3b638a929b795e3ae546aa0407724c3384f95	0	0	1145	1171	False	False	69	0.316	False	False	355	1.514	False	False	1137	4.577				phi 0,1,2 excluded
389	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	195	source	7402f9c791fde9ed9f7bf99f175551e66723d135dcfa0a044ae7a3f4bdcdc074	0	0	1170	1130	False	False	95	0.434	False	False	485	2.03	False	False	1465	5.859				phi 0,1,2 excluded
390	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	195	complement	0640b1df918c05505db42548dfda15b2bbfc864b6865003ec2b77db8faaa621c	0	0	1130	1170	False	False	95	0.451	False	False	485	2.092	False	False	1465	5.971				phi 0,1,2 excluded
391	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	196	source	1261b959c41d211dbc1d1ae5e8f32837f91b0a3141d751153c9b204fca12edfc	0	0	1185	1121	False	False	89	0.408	False	False	463	1.914	False	False	1247	4.997				phi 0,1,2 excluded
392	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	196	complement	f310bf3b3bca0413ac431c4009a2d59e3c22a1b9c385e63be1976040156171e5	0	0	1121	1185	False	False	89	0.414	False	False	463	1.958	False	False	1247	5.088				phi 0,1,2 excluded
393	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	197	source	440e58b523aa7c8836fb20c929aa06af45335ed39ee948212de066833d74f785	0	0	1161	1137	False	False	99	0.452	False	False	567	2.294	False	False	1471	5.798				phi 0,1,2 excluded
394	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	197	complement	aca35d1b0f2a3e31b79108b5620f57131d316a46d53d57047a15ea28f88d5161	0	0	1137	1161	False	False	99	0.449	False	False	567	2.311	False	False	1471	5.865				phi 0,1,2 excluded
395	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	198	source	5d0d9d6f51fcd65965ca41b072f859183bd4bdd325226aca2069ca7e7f43f36e	0	0	1174	1130	False	False	71	0.328	False	False	347	1.482	False	False	1145	4.626				phi 0,1,2 excluded
396	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	198	complement	07f83beb1db85a275a0eeaeb3da9ab094932a111e020a642db16cee2c76d2ad5	0	0	1130	1174	False	False	71	0.333	False	False	347	1.501	False	False	1145	4.706				phi 0,1,2 excluded
397	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	199	source	5549a2848a0bb195a01ff477b25d5653670f34f225f749d1d04e7632d6482dc5	0	0	1186	1122	False	False	89	0.405	False	False	483	2.007	False	False	1385	5.525				phi 0,1,2 excluded
398	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	199	complement	c2d059f96adcd610e673e68bff7d3e08363dd8ea9c615a31622d095f79ab0743	0	0	1122	1186	False	False	89	0.412	False	False	483	2.016	False	False	1385	5.559				phi 0,1,2 excluded
399	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	200	source	91dcb25c0e48d2151b189978cec7a1abd301eab4183889cc5e05bbce1a2bd9f2	0	0	1173	1129	False	False	91	0.416	False	False	513	2.109	False	False	1401	5.563				phi 0,1,2 excluded
400	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	200	complement	594f0693fe193362f82a80da41742f37da01ef0a055db3d90c3043e228c371e7	0	0	1129	1173	False	False	91	0.418	False	False	513	2.124	False	False	1401	5.58				phi 0,1,2 excluded
401	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	201	source	7d638f8d6442fbc258b7f8c3a97eda79e7657d72fde2aa202d4d8a920acc4fc8	0	0	1175	1128	False	False	97	0.453	False	False	503	2.115	False	False	1447	5.843				phi 0,1,2 excluded
402	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	201	complement	01353b882ade8df6c81bd029dfd1ba96fdf82edc529d7eb0f068f4af06c81d9b	0	0	1128	1175	False	False	97	0.469	False	False	503	2.191	False	False	1447	6.032				phi 0,1,2 excluded
403	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	202	source	d6f315c0162894d3c92a837a72baff7e4189edcf66862cc631bb8d40ea85cd91	0	0	1188	1121	False	False	97	0.447	False	False	479	2.037	False	False	1423	5.772				phi 0,1,2 excluded
404	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	202	complement	93c0537071a10f8fdad78748b028d5133290f3cc2a5a6547b553ff984431b419	0	0	1121	1188	False	False	97	0.461	False	False	479	2.077	False	False	1423	5.873				phi 0,1,2 excluded
405	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	203	source	99bc7a7762c52922c13a6b0e4c18e2c4c7d310a509ffe59b71f0f461f33d6493	0	0	1188	1120	False	False	121	0.555	False	False	575	2.412	False	False	1663	6.645				phi 0,1,2 excluded
406	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	203	complement	4c709ac003ac59bea4ef5a479b1dfa7eec5a503932c2da590588efef484c61b8	0	0	1120	1188	False	False	121	0.565	False	False	575	2.444	False	False	1663	6.743				phi 0,1,2 excluded
407	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	204	source	8fe301f26899cb85f172a8455396bad1bad34934dfa39674418e417fd38f6888	0	0	1201	1113	False	False	121	0.551	False	False	575	2.424	False	False	1679	6.693				phi 0,1,2 excluded
408	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	204	complement	0a302a3e6ff08159aaad1edf86424ff36bdf2c6e43579c67e71ac9a094208dc0	0	0	1113	1201	False	False	121	0.559	False	False	575	2.422	False	False	1679	6.718				phi 0,1,2 excluded
409	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	205	source	82d6dc3abcb1c9b4aecfd89b16d4614eea238eab86d7557520eb38f82cdcf4ff	0	0	1157	1140	False	False	97	0.442	False	False	535	2.193	False	False	1473	5.824				phi 0,1,2 excluded
